Name,CreatedDate,Service_Application,Post_Assessment_Date,Post,Pre_Assessment_Date,Pre,Priority_Rank,Priority_Name,Impact_Category
IS-02640,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02641,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02642,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02643,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02644,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02645,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-02646,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02647,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-02648,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02649,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02650,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02651,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-02652,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02653,2022-04-19 19:13:00,service_app_98,2022-07-22 00:00:00,Yes,2022-03-17 00:00:00,No,25,No water leaks,Air Quality
IS-02654,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-02655,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,2,Roof watertight,Home Preservation
IS-02656,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02657,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02658,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02659,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,6,Pest free,Health Risk
IS-02660,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02661,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02662,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02663,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02664,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02665,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02666,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,No,2022-04-20 00:00:00,No,13,Appliances OK,Health Risk
IS-02667,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02668,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02669,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02670,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,17,Grab bars if needed,Falls Prevention
IS-02671,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,18,Stair rails if needed,Falls Prevention
IS-02672,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,No,2022-04-20 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02673,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02674,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02675,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,22,Interior temperature OK,Health Risk
IS-02676,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-02677,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,Yes,24,Interior paint intact,Home Preservation
IS-02678,2022-05-11 19:58:01,service_app_102,2022-07-22 00:00:00,Yes,2022-04-20 00:00:00,No,25,No water leaks,Air Quality
IS-02679,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,1,Safe ingress/egress,Falls Prevention
IS-02680,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,Yes,2022-01-25 00:00:00,No,2,Roof watertight,Home Preservation
IS-02681,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,Yes,2022-01-25 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02682,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,Yes,2022-01-25 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02683,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,5,Doors/windows secure,Energy Efficiency
IS-02684,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,6,Pest free,Health Risk
IS-02685,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,7,Numerals visible,Health Risk
IS-02686,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,8,Smoke detectors OK,Fire Prevention
IS-02687,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,9,CO detectors OK,Health Risk
IS-02688,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,10,Fire extinguisher OK,Fire Prevention
IS-02689,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,11,CO exhausted outside,Air Quality
IS-02690,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,12,No electrical hazards,Fire Prevention
IS-02691,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,13,Appliances OK,Health Risk
IS-02692,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,14,Exhaust fans in K & B,Air Quality
IS-02693,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,15,Sink/toilet/bath OK,Health Risk
IS-02694,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,16,Mods in bath if needed,Falls Prevention
IS-02695,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,17,Grab bars if needed,Falls Prevention
IS-02696,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,Yes,2022-01-25 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02697,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,19,No tripping hazards,Falls Prevention
IS-02698,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,20,No ratty carpeting,Air Quality
IS-02699,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,21,Dryer vented outside,Home Preservation
IS-02700,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,22,Interior temperature OK,Health Risk
IS-02701,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,23,Adequate lighting,Falls Prevention
IS-02702,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,,2022-01-25 00:00:00,,24,Interior paint intact,Home Preservation
IS-02703,2022-06-24 14:40:30,service_app_107,2022-05-25 00:00:00,Yes,2022-01-25 00:00:00,No,25,No water leaks,Air Quality
IS-02704,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,1,Safe ingress/egress,Falls Prevention
IS-02705,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,2,Roof watertight,Home Preservation
IS-02706,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02707,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02708,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02709,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,6,Pest free,Health Risk
IS-02710,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,7,Numerals visible,Health Risk
IS-02711,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,8,Smoke detectors OK,Fire Prevention
IS-02712,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,9,CO detectors OK,Health Risk
IS-02713,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,,10,Fire extinguisher OK,Fire Prevention
IS-02714,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,,11,CO exhausted outside,Air Quality
IS-02715,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02716,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,13,Appliances OK,Health Risk
IS-02717,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,Yes,14,Exhaust fans in K & B,Air Quality
IS-02718,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-02719,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02720,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02721,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02722,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,19,No tripping hazards,Falls Prevention
IS-02723,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,Yes,20,No ratty carpeting,Air Quality
IS-02724,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,Yes,21,Dryer vented outside,Home Preservation
IS-02725,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,22,Interior temperature OK,Health Risk
IS-02726,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,23,Adequate lighting,Falls Prevention
IS-02727,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,24,Interior paint intact,Home Preservation
IS-02728,2022-06-24 17:10:06,service_app_164,,,2021-01-18 00:00:00,No,25,No water leaks,Air Quality
IS-02729,2022-06-24 18:56:31,service_app_106,,,,,1,Safe ingress/egress,Falls Prevention
IS-02730,2022-06-24 18:56:31,service_app_106,,Yes,,No,2,Roof watertight,Home Preservation
IS-02731,2022-06-24 18:56:31,service_app_106,,,,,3,Runoff diverted,Home Preservation
IS-02732,2022-06-24 18:56:31,service_app_106,,Yes,,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02733,2022-06-24 18:56:31,service_app_106,,,,,5,Doors/windows secure,Energy Efficiency
IS-02734,2022-06-24 18:56:31,service_app_106,,,,,6,Pest free,Health Risk
IS-02735,2022-06-24 18:56:31,service_app_106,,,,,7,Numerals visible,Health Risk
IS-02736,2022-06-24 18:56:31,service_app_106,,,,,8,Smoke detectors OK,Fire Prevention
IS-02737,2022-06-24 18:56:31,service_app_106,,,,,9,CO detectors OK,Health Risk
IS-02738,2022-06-24 18:56:31,service_app_106,,,,,10,Fire extinguisher OK,Fire Prevention
IS-02739,2022-06-24 18:56:31,service_app_106,,,,,11,CO exhausted outside,Air Quality
IS-02740,2022-06-24 18:56:31,service_app_106,,,,,12,No electrical hazards,Fire Prevention
IS-02741,2022-06-24 18:56:31,service_app_106,,,,,13,Appliances OK,Health Risk
IS-02742,2022-06-24 18:56:31,service_app_106,,,,,14,Exhaust fans in K & B,Air Quality
IS-02743,2022-06-24 18:56:31,service_app_106,,,,,15,Sink/toilet/bath OK,Health Risk
IS-02744,2022-06-24 18:56:31,service_app_106,,,,,16,Mods in bath if needed,Falls Prevention
IS-02745,2022-06-24 18:56:31,service_app_106,,,,,17,Grab bars if needed,Falls Prevention
IS-02746,2022-06-24 18:56:31,service_app_106,,,,,18,Stair rails if needed,Falls Prevention
IS-02747,2022-06-24 18:56:31,service_app_106,,,,,19,No tripping hazards,Falls Prevention
IS-02748,2022-06-24 18:56:31,service_app_106,,,,,20,No ratty carpeting,Air Quality
IS-02749,2022-06-24 18:56:31,service_app_106,,,,,21,Dryer vented outside,Home Preservation
IS-02750,2022-06-24 18:56:31,service_app_106,,,,,22,Interior temperature OK,Health Risk
IS-02751,2022-06-24 18:56:31,service_app_106,,,,,23,Adequate lighting,Falls Prevention
IS-02752,2022-06-24 18:56:31,service_app_106,,,,,24,Interior paint intact,Home Preservation
IS-02753,2022-06-24 18:56:31,service_app_106,,Yes,,No,25,No water leaks,Air Quality
IS-02754,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,1,Safe ingress/egress,Falls Prevention
IS-02755,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,2,Roof watertight,Home Preservation
IS-02756,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,3,Runoff diverted,Home Preservation
IS-02757,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,4,No gaps/cracks/holes,Energy Efficiency
IS-02758,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02759,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,6,Pest free,Health Risk
IS-02760,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,7,Numerals visible,Health Risk
IS-02761,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,8,Smoke detectors OK,Fire Prevention
IS-02762,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,9,CO detectors OK,Health Risk
IS-02763,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,10,Fire extinguisher OK,Fire Prevention
IS-02764,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,11,CO exhausted outside,Air Quality
IS-02765,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,12,No electrical hazards,Fire Prevention
IS-02766,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,13,Appliances OK,Health Risk
IS-02767,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02768,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02769,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,16,Mods in bath if needed,Falls Prevention
IS-02770,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,17,Grab bars if needed,Falls Prevention
IS-02771,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,18,Stair rails if needed,Falls Prevention
IS-02772,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,19,No tripping hazards,Falls Prevention
IS-02773,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,20,No ratty carpeting,Air Quality
IS-02774,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,21,Dryer vented outside,Home Preservation
IS-02775,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,Yes,22,Interior temperature OK,Health Risk
IS-02776,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,,2021-10-12 00:00:00,,23,Adequate lighting,Falls Prevention
IS-02777,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,24,Interior paint intact,Home Preservation
IS-02778,2022-06-24 19:22:16,service_app_108,2022-06-10 00:00:00,Yes,2021-10-12 00:00:00,No,25,No water leaks,Air Quality
IS-02779,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,1,Safe ingress/egress,Falls Prevention
IS-02780,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,2,Roof watertight,Home Preservation
IS-02781,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02782,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02783,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02784,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,6,Pest free,Health Risk
IS-02785,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,7,Numerals visible,Health Risk
IS-02786,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,8,Smoke detectors OK,Fire Prevention
IS-02787,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,9,CO detectors OK,Health Risk
IS-02788,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,10,Fire extinguisher OK,Fire Prevention
IS-02789,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,11,CO exhausted outside,Air Quality
IS-02790,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,12,No electrical hazards,Fire Prevention
IS-02791,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,13,Appliances OK,Health Risk
IS-02792,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,14,Exhaust fans in K & B,Air Quality
IS-02793,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,15,Sink/toilet/bath OK,Health Risk
IS-02794,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02795,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,17,Grab bars if needed,Falls Prevention
IS-02796,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,18,Stair rails if needed,Falls Prevention
IS-02797,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,No,2021-10-14 00:00:00,Yes,19,No tripping hazards,Falls Prevention
IS-02798,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,20,No ratty carpeting,Air Quality
IS-02799,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,21,Dryer vented outside,Home Preservation
IS-02800,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,22,Interior temperature OK,Health Risk
IS-02801,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,,2021-10-14 00:00:00,,23,Adequate lighting,Falls Prevention
IS-02802,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,Yes,2021-10-14 00:00:00,No,24,Interior paint intact,Home Preservation
IS-02803,2022-06-24 19:48:52,service_app_93,2022-06-10 00:00:00,No,2021-10-14 00:00:00,Yes,25,No water leaks,Air Quality
IS-02804,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,1,Safe ingress/egress,Falls Prevention
IS-02805,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,2,Roof watertight,Home Preservation
IS-02806,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,3,Runoff diverted,Home Preservation
IS-02807,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,4,No gaps/cracks/holes,Energy Efficiency
IS-02808,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,5,Doors/windows secure,Energy Efficiency
IS-02809,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,6,Pest free,Health Risk
IS-02810,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,7,Numerals visible,Health Risk
IS-02811,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,8,Smoke detectors OK,Fire Prevention
IS-02812,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,9,CO detectors OK,Health Risk
IS-02813,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,10,Fire extinguisher OK,Fire Prevention
IS-02814,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,11,CO exhausted outside,Air Quality
IS-02815,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,12,No electrical hazards,Fire Prevention
IS-02816,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,13,Appliances OK,Health Risk
IS-02817,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,14,Exhaust fans in K & B,Air Quality
IS-02818,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,Yes,15,Sink/toilet/bath OK,Health Risk
IS-02819,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,16,Mods in bath if needed,Falls Prevention
IS-02820,2022-08-05 16:59:05,service_app_104,2022-11-18 00:00:00,Yes,2022-05-13 00:00:00,No,17,Grab bars if needed,Falls Prevention
